Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Moderate,Good,null,null,Good,null,Good,null,null,Good,Moderate,Good,Good,null,Good,Good,Moderate,Good,Good,Good,null,null,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,Good,null,Moderate,Good,Good,Good,Unhealthy,null,Good,Good,Good,Good,null,null,null,Good,Good,null,Good,null
Good,Good,null,null,Good,null,null,null,null,Good,Good,Good,Good,null,Good,Good,Moderate,Good,Good,Good,Good,Moderate,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,null,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,null,Good,Good,null,Good,null
Good,Good,Moderate,Good,Good,null,null,null,null,Good,Good,Good,Good,Moderate,Good,Good,null,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,null,Good,Good,Good,Good,Good,Good,null,Good,Good,Unhealthy,Good,Good,Good,Good,Good,null,Good,null,Good,Good,Good,Good,Good
Good,Good,Good,null,Good,Good,null,null,null,Good,Good,Good,Good,null,Good,Good,null,Good,Good,Good,null,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,null,Good,Good,Very Unhealthy,Moderate,Good,Good,Good,Good,null,Good,null,Good,Good,null,Good,null
Moderate,Good,null,null,Good,Good,null,null,null,Moderate,Good,Good,Good,null,Good,Good,Moderate,Good,Moderate,null,Good,null,Good,Good,Moderate,Good,Good,Good,Good,null,Good,Good,Good,Good,null,Good,Good,Good,Good,Moderate,null,Good,Good,Good,Moderate,null,Good,null,Good,Good,null,Good,null
Moderate,Good,Unhealthy for Sensitive Groups,Moderate,Good,null,null,null,null,Moderate,Moderate,Good,Good,Good,Good,Good,Moderate,Good,Moderate,null,Good,null,Good,Good,Moderate,Good,Good,Good,Good,null,Good,Good,Good,Good,null,Good,Moderate,Good,Good,null,null,Moderate,Good,Moderate,Unhealthy for Sensitive Groups,null,Good,Moderate,Good,Good,Good,Good,Good
Moderate,Good,Moderate,Unhealthy for Sensitive Groups,Good,null,Good,null,Moderate,Moderate,Unhealthy for Sensitive Groups,Good,Good,Moderate,Moderate,Good,Moderate,Moderate,Good,null,Good,Good,Good,Good,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,Moderate,null,Moderate,Unhealthy for Sensitive Groups,Good,Good,null,null,Unhealthy for Sensitive Groups,Good,Moderate,Unhealthy for Sensitive Groups,Moderate,Good,null,Good,Good,Moderate,Good,null
Good,Good,null,Moderate,Good,null,Good,Good,Good,Moderate,Good,Good,Good,Moderate,Good,Good,Moderate,Good,Good,Moderate,null,Good,Good,Good,Good,Moderate,Good,Moderate,Good,Good,Good,Good,Good,Moderate,null,Good,Moderate,Good,Good,null,null,Moderate,Good,Good,Moderate,Moderate,Good,null,Moderate,Good,Moderate,Good,null
Good,Good,null,Good,Good,Moderate,Good,null,Good,Moderate,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,Good,Moderate,null,null,null,Good,Good,Good,Moderate,Good,Moderate,Good,null,Good,Good,Good,Good,Good,Good,Moderate,Good,Good,null,null,Good,Moderate,Good,Moderate,Moderate,Good,null,Good,Good,Good,Good,Good
Good,Good,Good,Moderate,Good,null,null,null,null,Moderate,Good,Good,Good,Good,Good,Good,Moderate,Good,Moderate,Good,Good,Good,Good,Good,Moderate,Good,Good,Moderate,Good,null,null,Good,Good,Good,Good,Good,Moderate,Good,Good,null,null,Good,Moderate,Good,Moderate,Good,Good,null,Good,Good,Good,Good,Moderate
Good,null,Good,Moderate,Good,Good,null,null,Good,null,Good,null,Good,Good,Good,Good,null,null,Moderate,null,null,Good,null,null,Moderate,Good,Good,Good,null,null,null,Good,Good,Good,null,Moderate,Moderate,null,Good,null,null,Good,null,Good,Moderate,Good,null,null,null,Good,null,null,null
Good,null,Good,Moderate,Good,null,null,null,Good,null,Good,null,Good,Moderate,Good,Good,null,Good,Moderate,Good,Good,Good,null,null,Moderate,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,Good,Good,null,null,Good,null,Good,Moderate,null,null,null,Good,Good,Good,null,null
Good,null,Good,null,Good,Good,null,null,Moderate,null,Moderate,null,Good,Moderate,Moderate,Moderate,null,null,Moderate,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,null,Good,Good,null,Good,Moderate,Good,null,null,null,Good,null,null,null
Moderate,null,Moderate,Moderate,Moderate,Good,null,null,Unhealthy,null,Moderate,null,Good,Moderate,Moderate,Unhealthy for Sensitive Groups,null,null,Moderate,Good,Moderate,Moderate,null,null,Good,Unhealthy for Sensitive Groups,Moderate,Unhealthy for Sensitive Groups,Moderate,null,null,Good,Moderate,Moderate,Good,Moderate,Moderate,Moderate,Moderate,null,Moderate,Moderate,null,Moderate,Moderate,Moderate,null,null,null,Good,Moderate,null,null
Moderate,null,Good,Good,Moderate,Good,null,null,Moderate,null,Moderate,null,Good,Moderate,Moderate,Moderate,null,Moderate,Good,Good,Moderate,Moderate,null,null,Good,Moderate,Good,Moderate,Moderate,null,null,Good,Moderate,Moderate,Good,Moderate,Moderate,Good,Moderate,null,Good,Moderate,null,Moderate,Moderate,Unhealthy for Sensitive Groups,null,null,Moderate,Good,Moderate,null,null
Good,null,Good,Good,Good,Good,null,null,Moderate,null,Good,null,Good,Moderate,Moderate,Moderate,null,null,Good,Good,Good,Good,null,null,Good,Moderate,Good,Good,null,null,null,Good,Good,Good,null,Moderate,Good,null,Good,null,Good,Good,null,Good,Good,null,null,null,null,Good,null,null,null
Good,null,Good,Good,Good,Good,null,null,Moderate,null,Good,null,Good,Moderate,Moderate,Moderate,null,null,Good,Good,Good,Good,null,null,Good,Moderate,Good,Good,null,null,null,Moderate,Good,Good,Good,Good,Good,null,Good,null,null,Good,null,null,Good,Good,null,null,null,Good,Good,null,null
Good,null,Good,Good,Good,null,null,null,Moderate,null,Good,null,Good,Moderate,Moderate,Moderate,null,Good,Moderate,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,Good,Good,null,Good,Good,null,Good,Moderate,null,null,null,Good,Good,Good,null,null
Moderate,null,Good,Good,Good,Good,null,null,Good,null,Good,Good,Good,Moderate,Good,Good,null,null,Moderate,Good,Good,Moderate,null,null,Moderate,Good,Good,Good,null,null,null,Good,Good,Good,null,Moderate,Moderate,Good,Good,null,Good,Good,null,null,Moderate,null,null,null,null,Good,Good,null,null
Moderate,null,Good,Good,Good,Good,null,null,Good,null,Good,null,Good,Good,Good,Good,null,null,Moderate,Good,null,Good,null,null,Moderate,Good,Good,Good,null,null,null,Good,Good,Good,Good,Moderate,Moderate,null,Good,null,Good,Good,null,null,Good,null,null,null,null,Good,null,null,null
Good,null,Good,Moderate,Good,null,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,Good,Good,Good,Good,Good,null,Good,Good,null,Good,Good,null,null,null,Good,Good,Good,null,null
Moderate,null,Good,null,Good,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,null,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,Good,Good,null,null,Good,null,null,Good,null,null,Good,Moderate,null,null,null,Good,null,null,null
Moderate,null,Good,Good,Good,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,Good,null,null,Good,null,null,Good,null,null,Good,Good,null,null,null,Good,Good,null,null
Moderate,null,Good,Moderate,Good,Moderate,null,null,Good,null,Good,null,Good,Good,Good,Good,null,Good,Good,Good,null,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,Good,Good,null,Good,Good,null,Good,Moderate,null,null,null,Good,Good,Good,null,null
Moderate,null,Good,Moderate,Good,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,null,Good,null,null,Moderate,null,null,Moderate,null,null,null,null,Good,null,null,null
Moderate,null,Good,Moderate,Good,Good,null,null,Good,null,Good,null,Good,null,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,Good,Moderate,Moderate,null,Good,null,null,Good,null,Moderate,Moderate,Moderate,null,null,null,Good,Good,null,null
Good,null,Good,Good,Good,Good,null,null,Good,null,Good,null,Good,null,Good,Good,null,Good,Good,Good,Good,Good,null,null,Good,Moderate,Good,Good,null,null,null,Good,Good,Good,Good,Good,Moderate,Good,Good,null,Good,Good,null,Good,Moderate,Moderate,null,null,Good,Good,Good,null,null
Moderate,null,Good,Good,Good,Good,null,null,Good,null,Good,null,Good,Moderate,Good,Moderate,null,Good,Good,null,null,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,null,Good,null,null,Good,null,Good,Good,null,null,null,null,Good,null,null,null
Moderate,null,Good,Good,Good,Good,null,null,Moderate,null,Good,null,Good,Good,Good,Good,null,null,Good,Good,Moderate,Good,null,null,Good,Good,Good,Good,null,null,null,null,Good,Good,null,Good,Good,null,Good,null,null,Good,null,Moderate,Good,Moderate,null,null,null,Good,Good,null,null
Good,null,null,Good,Good,null,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,Good,Good,Good,Moderate,Good,null,null,Good,Good,Good,Good,null,null,null,null,Good,Good,Good,Good,Good,Good,Good,null,Moderate,Good,null,Good,Moderate,Moderate,null,null,Good,Good,Good,null,null
Moderate,null,Good,Good,Moderate,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,null,Good,null,null,Good,Moderate,null,null,null,Good,null,null,null
Good,null,Good,null,Good,Good,null,null,Good,null,Good,Good,Good,null,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,Good,Good,Good,null,Good,null,Good,Good,null,null,Good,Good,null,null,null,Good,null,null,null
Good,null,Good,Good,Good,Good,null,null,Good,null,Good,Good,Good,null,Good,Good,null,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,Moderate,null,null,Good,Good,Good,Good,Good,Good,Good,Good,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,null
Good,null,Good,Good,Good,Good,null,null,Good,null,Good,Good,Good,null,Good,Good,null,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,Good,Good,Good,null,Good,null,null,Good,null,Good,Good,Moderate,null,null,null,Good,null,null,null
Moderate,null,null,Good,Good,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,Good,Moderate,Good,null,Good,null,null,Good,null,null,Good,Moderate,null,null,null,Good,null,null,null
Good,null,Good,Good,Good,Good,null,null,Good,null,Good,null,Good,Good,Good,Good,null,Good,null,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,Good,Good,null,Good,Good,null,Good,Good,Moderate,null,null,Good,Good,Good,null,null
Good,null,null,null,Good,Good,null,null,Moderate,null,Good,Good,Good,Good,Good,Good,null,null,null,Good,Moderate,Moderate,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,null,null,Good,null,null,Good,null,null,Good,Moderate,null,null,null,Good,null,null,null
Good,null,null,null,Good,Good,null,null,Good,null,Good,Good,Good,null,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,Moderate,Good,null,null,Good,null,null,null,null,Good,null,null,null
Good,null,Good,Good,Good,null,null,null,Good,null,Good,Good,Good,Moderate,Good,Good,null,Good,Good,null,null,null,null,null,Good,Good,Good,Good,null,null,null,Good,Good,Good,Good,Good,Good,Good,Good,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,null
Moderate,null,null,Good,Good,Good,null,null,Good,null,Good,null,Good,null,Good,Good,null,Good,Moderate,null,null,null,null,null,Moderate,Good,Good,Good,null,null,null,Good,Good,Good,null,Good,null,null,Good,null,null,Good,null,Good,Good,null,null,null,null,Good,null,null,null
Moderate,null,null,null,Good,Good,null,null,Good,null,Moderate,Good,Good,Good,Good,Good,null,Good,Good,Good,Good,Good,null,null,Moderate,Good,Good,Good,null,null,null,Good,Good,Good,Good,Good,Good,Good,Good,null,null,Moderate,null,Good,Good,null,null,null,null,Good,null,null,null
Good,null,Good,Good,Good,null,null,null,Good,null,Moderate,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,Good,Good,Good,null,Good,null,null,Moderate,null,Good,null,null,null,null,null,Good,Good,null,null
null,null,Good,Good,Good,Good,null,null,Good,null,Good,null,Good,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,Good,Moderate,null,null,null,null,null,null,null,Good,null,null,null
null,null,Good,null,Good,Good,null,null,Good,null,Good,Good,null,Good,Good,Good,null,null,Good,null,null,null,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,null,Good,null,Good,null,Moderate,null,null,null,Good,null,null,null
Moderate,null,null,Good,Good,Good,null,null,Good,null,Good,Good,null,null,Good,Good,null,null,Good,Good,null,Good,null,null,Moderate,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,Good,Good,null,Good,null,Moderate,null,null,null,Good,Good,null,null
null,null,null,null,Good,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,null,null,null,null,null,Moderate,null,Good,Good,null,null,null,Good,Good,Good,Good,Good,null,Good,Good,null,null,Good,null,null,null,null,null,null,null,Good,null,null,null
null,null,null,Good,Good,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,null,Good,null,null,null,Moderate,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,null,Good,null,null,Good,null,Good,null,null,null,null,null,Good,null,null,null
null,null,null,Moderate,Good,null,null,null,Good,null,Good,Good,Good,null,Good,Good,null,null,Good,null,null,Good,null,null,Moderate,null,Good,Good,null,null,null,Good,Good,Good,Good,Good,Good,null,Good,null,null,Good,null,Good,null,Moderate,null,null,null,Good,Good,null,null
null,null,null,Moderate,Good,Good,null,null,Good,null,Good,Good,Good,Moderate,Moderate,Good,null,null,Good,Good,null,null,null,null,Moderate,null,Good,Good,null,null,null,Good,Good,Good,Good,Good,Moderate,null,Good,null,null,Good,null,null,null,null,null,null,null,Good,Moderate,null,null
null,null,null,Moderate,Good,Good,null,null,Good,null,Moderate,Good,Good,Good,Moderate,Good,null,null,Good,null,Good,null,null,null,Moderate,null,null,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,null,Good,null,null,null,Good,null,null,null,Good,null,null,null
Moderate,null,null,Moderate,Good,null,null,null,Moderate,null,Good,Good,Good,Good,Good,Good,null,null,Moderate,Good,Good,Good,null,null,Moderate,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,Good,Moderate,null,null,Good,null,Good,null,null,null,null,null,Good,Moderate,null,null
Moderate,null,Good,Good,Good,Good,null,null,Moderate,null,Good,Good,Good,Good,Good,Good,null,null,Moderate,Good,Moderate,null,null,null,Moderate,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,Moderate,Good,null,null,null,Good,null,null,null,Good,null,null,null
null,null,null,Good,Good,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,null,Good,null,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,Moderate,Good,null,null,null,Moderate,null,null,null,Good,null,null,null
null,null,null,Good,Good,null,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,Good,Good,Good,null,Good,null,null,Good,null,Good,null,Moderate,null,null,null,Good,Good,null,null
Good,null,null,Good,Good,Moderate,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,null,Good,null,Good,Good,null,Good,null,Moderate,null,null,null,Good,null,null,null
null,null,Good,Good,Good,Good,null,null,Moderate,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,null,Good,null,Good,Good,null,Good,null,Moderate,null,null,null,Good,null,null,null
Moderate,null,Good,Good,Good,Moderate,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Moderate,Good,Good,null,null,Good,null,Good,Good,Unhealthy for Sensitive Groups,null,null,Good,Good,Good,null,Good,Good,Moderate,Good,null,Good,Good,null,Good,null,null,null,null,null,Good,Good,null,null
Moderate,null,Good,null,Good,Moderate,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Moderate,Good,Good,null,null,Good,null,null,null,Moderate,null,null,null,Good,null,null,null
null,null,null,null,Moderate,Moderate,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Moderate,null,Good,null,null,null,Moderate,null,Good,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,null,Good,null,null,null,Moderate,null,null,null,Good,null,null,null
null,null,null,Good,Moderate,Moderate,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,Good,null,null,Good,null,Good,Good,Unhealthy,null,null,Good,Good,Good,null,Good,Good,null,Good,null,Good,Good,null,Good,null,Moderate,null,null,null,Good,Good,null,null
null,null,Good,Good,Unhealthy for Sensitive Groups,Moderate,null,null,Good,null,Good,null,Good,Good,Good,Good,null,null,Good,null,Good,null,null,null,Good,null,Unhealthy for Sensitive Groups,Good,Unhealthy,null,null,Good,Good,Good,Good,null,Good,null,Good,null,null,Good,null,null,null,Moderate,null,null,null,Good,null,null,null
null,null,Good,Good,Unhealthy for Sensitive Groups,Moderate,null,null,Good,null,Good,Good,Good,Moderate,Good,Good,null,null,Moderate,null,Good,null,null,null,Good,null,Unhealthy for Sensitive Groups,Good,Unhealthy,null,null,Good,Good,Good,Good,null,Moderate,null,Good,null,null,Good,null,null,null,Unhealthy,null,null,null,Good,Good,null,Unhealthy for Sensitive Groups
Good,null,Good,Good,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups,null,null,Good,null,Good,Good,Good,Moderate,Good,Good,null,null,Moderate,Good,Good,Good,null,null,Good,null,Unhealthy for Sensitive Groups,Moderate,Unhealthy for Sensitive Groups,null,null,Moderate,Good,Good,Moderate,Good,Moderate,null,Good,null,null,Good,null,Good,null,Unhealthy for Sensitive Groups,null,null,null,Good,Good,null,null
Moderate,null,Good,Moderate,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups,null,null,Good,null,Good,Good,Good,Moderate,Moderate,Moderate,null,null,Good,Good,Good,null,null,null,Good,null,Unhealthy for Sensitive Groups,Moderate,Unhealthy for Sensitive Groups,null,null,Moderate,Good,Good,Good,Good,Moderate,null,Good,null,null,Good,null,null,null,Moderate,null,null,null,Good,null,null,Unhealthy for Sensitive Groups
Moderate,null,Moderate,Moderate,Unhealthy for Sensitive Groups,Moderate,null,null,Good,null,Good,Good,Moderate,Moderate,Moderate,Moderate,null,null,Good,Good,Good,null,null,null,Good,null,Moderate,Moderate,null,null,null,Moderate,Good,Good,Good,Moderate,Moderate,null,Good,null,null,Good,null,Good,null,null,null,null,null,Good,null,null,Unhealthy
Good,null,Moderate,Good,Unhealthy for Sensitive Groups,Moderate,null,null,Good,null,Good,Good,Moderate,Moderate,Moderate,Moderate,null,null,Good,Good,Good,Good,null,null,Good,null,Moderate,Moderate,Unhealthy for Sensitive Groups,null,null,Good,Good,Good,Moderate,Moderate,Moderate,null,Good,null,Moderate,Good,null,Good,null,Moderate,null,null,null,Good,Good,null,Unhealthy for Sensitive Groups
Moderate,null,Moderate,Good,Moderate,Good,null,null,Good,null,Good,Good,Moderate,Good,Moderate,Moderate,null,null,Good,null,Good,null,null,null,Good,null,Good,Moderate,Moderate,null,null,Good,Good,Good,Moderate,Moderate,Good,null,Good,null,null,Good,null,null,null,Moderate,null,null,null,Good,Good,null,Moderate
Good,null,Moderate,Good,Moderate,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,Good,Good,Unhealthy for Sensitive Groups,null,null,Good,Good,Good,Good,Good,Good,null,Good,null,Good,Good,null,Good,null,Moderate,null,null,null,Good,Good,null,null
null,null,Moderate,Good,Moderate,Moderate,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,null,Good,Good,null,null,Good,null,Good,Good,Unhealthy for Sensitive Groups,null,null,Good,Good,Good,null,Good,Good,null,Good,null,Good,Good,null,Good,null,Moderate,null,null,null,Good,Good,null,Moderate
Good,null,Good,Moderate,Unhealthy for Sensitive Groups,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,Good,Good,Unhealthy for Sensitive Groups,null,null,Good,Good,Good,null,Good,Moderate,null,Good,null,Good,Good,null,null,null,Moderate,null,null,null,Good,null,null,Moderate
Good,null,Good,Moderate,Moderate,Good,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,null,null,null,null,null,Good,null,Good,Good,Unhealthy for Sensitive Groups,null,null,Good,Good,Good,null,Good,Moderate,null,Good,null,null,Good,null,Good,null,Moderate,null,null,null,Good,null,null,null
Good,null,Good,Good,Moderate,Moderate,null,null,Good,null,Good,Good,Good,Good,Good,Good,null,null,Good,null,null,Good,null,null,Good,null,null,Good,Moderate,null,null,Good,Good,Good,null,Good,Good,null,Good,null,null,Good,null,Good,null,Moderate,null,null,null,Good,Good,null,null
null,null,Good,Good,Moderate,Good,null,null,Good,null,null,null,Good,Good,null,Good,null,null,Moderate,Good,null,null,null,null,Moderate,null,null,Good,Moderate,null,null,Good,Good,Good,null,Good,null,null,Good,null,null,Good,null,null,null,Good,null,null,null,null,null,null,null
null,null,null,Good,Moderate,Good,null,null,Good,null,null,null,Moderate,Good,null,Good,null,null,Moderate,null,Good,null,null,null,Moderate,null,null,Good,null,null,null,Good,Good,Good,null,Good,Good,null,Good,null,null,Good,null,Moderate,null,null,null,null,null,null,null,null,null
null,null,null,Good,Unhealthy for Sensitive Groups,Good,null,null,Good,null,null,null,Moderate,Good,Good,Good,null,null,Moderate,Good,Good,null,null,null,Moderate,null,null,Good,Unhealthy for Sensitive Groups,null,null,Good,Good,Moderate,Good,Good,Good,null,null,null,Good,Moderate,null,Moderate,null,Good,null,null,null,null,Good,null,null
null,null,null,Good,Unhealthy for Sensitive Groups,Good,null,null,Good,null,null,null,Good,Good,null,Good,null,null,Moderate,null,Good,null,null,null,Moderate,null,null,Good,Moderate,null,null,Good,Good,Good,null,Good,Good,Good,null,null,null,Moderate,null,Good,null,Good,null,null,null,null,Good,null,null
null,null,null,Moderate,Moderate,Good,null,null,Good,null,null,null,Moderate,Good,null,Good,null,null,Moderate,Good,Good,null,null,null,Moderate,null,null,Good,Moderate,null,null,Good,Good,null,null,Good,Good,Moderate,Moderate,null,null,Good,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,null,Good,Unhealthy for Sensitive Groups,Moderate,null,null,Good,null,null,null,Moderate,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Good,Moderate,null,null,Good,Good,null,null,Good,Good,Moderate,null,null,null,Good,null,Good,null,Moderate,null,null,null,null,Good,null,null
null,null,Good,Good,Unhealthy for Sensitive Groups,Moderate,null,null,Good,null,null,null,Good,Good,null,Good,null,null,Moderate,null,Good,null,null,null,Good,null,null,Good,Unhealthy for Sensitive Groups,null,null,Good,Good,Good,null,Good,Moderate,Unhealthy for Sensitive Groups,Good,null,null,Good,null,null,null,Unhealthy for Sensitive Groups,null,null,null,null,null,null,null
null,null,Good,Moderate,Unhealthy for Sensitive Groups,Good,null,null,Good,null,null,null,Moderate,Good,null,Good,null,null,Good,Good,null,null,null,null,Good,null,null,Good,null,null,null,Good,Good,Good,null,Good,Moderate,Hazardous,null,null,null,Good,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,Good,Good,Moderate,Good,null,null,Good,null,null,null,Moderate,Good,Good,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Good,null,null,null,Good,Good,Good,Good,Moderate,Good,Hazardous,null,null,null,Good,null,Good,null,Good,null,null,null,null,Good,null,null
null,null,Moderate,Moderate,Unhealthy for Sensitive Groups,Good,null,null,Good,null,null,null,Moderate,Good,null,Good,null,null,Good,null,null,null,null,null,Good,null,null,Good,Moderate,null,null,Good,Good,null,Good,Good,Good,null,null,null,Good,Good,null,null,null,Good,null,null,null,null,null,null,null
null,null,Moderate,Good,Unhealthy,Good,null,null,Good,null,null,null,Moderate,Good,null,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Good,Unhealthy for Sensitive Groups,null,null,Good,Good,null,Good,Good,Good,Hazardous,Good,null,Good,Good,null,null,null,Moderate,null,null,null,null,Good,null,null
null,null,Moderate,Good,Unhealthy,Good,null,null,Good,null,null,null,Unhealthy,Good,Moderate,Good,null,null,Good,Good,Good,null,null,null,Good,null,null,Good,Very Unhealthy,null,null,Good,Good,Good,null,Good,Good,null,null,null,null,Good,null,Good,null,Moderate,null,null,null,null,Good,null,null
null,null,Moderate,Good,Unhealthy,Good,null,null,Good,null,null,null,Very Unhealthy,Good,null,Good,null,null,Good,null,Good,null,null,null,Good,null,null,Good,Very Unhealthy,null,null,Good,Good,null,null,Good,Good,null,null,null,Good,Good,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,Good,Good,Unhealthy,Good,null,null,Good,null,null,null,Very Unhealthy,Good,null,Good,null,null,Good,null,Good,null,null,null,Good,null,null,Good,Unhealthy,null,null,Good,Good,null,Good,Good,Good,Hazardous,null,null,null,Good,null,null,null,Moderate,null,null,null,null,null,null,null
null,null,Moderate,Good,Unhealthy for Sensitive Groups,Good,null,null,Good,null,null,null,Unhealthy,Good,Good,Good,null,null,Good,null,null,null,null,null,Good,null,null,Good,Unhealthy,null,null,Good,Good,null,Good,Good,Good,Hazardous,null,null,null,Good,null,Good,null,Moderate,null,null,null,null,Good,null,null
null,null,null,Good,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups,null,null,Good,null,null,null,Unhealthy,Good,null,Good,null,null,Good,null,Good,null,null,null,Good,null,null,Moderate,Unhealthy,null,null,Good,Good,null,Good,Good,Moderate,Very Unhealthy,Moderate,null,null,Good,null,null,null,Moderate,null,null,null,null,null,null,null
